airport_code,airport_name_en,country_code,airport_name_ar
SDK,Sandakan Airport,MY,مطار سانداكان
ALH,Albany Airport,AU,مطار ألباني
ARM,Armidale Airport,AU,مطار ارميدال
TKG,Radin Inten Ii Branti Airport,ID,مطار رادين ايتين لي برانتي
KTG,Ketapangrahadi Usman Airport,ID,مطار كيتابنغاراهدي عثمان
YNS,Nemiscau Airport,CA,مطار نيميسكاو
EPR,Esperance Airport,AU,مطار الترجي
BTJ,Sultan Iskandar Muda International Airport,ID,مطار السلطان اسكندر مودا الدولي
CNJ,Cloncurry Airport,AU,مطار كلونكري
DIL,Presidente Nicolau Lobato International Airport,TP,مطار سيادة الرئيس نيكولاو لوباتو الدولي
PSU,Pangsuma Airport,ID,مطار بانغسوما
BCI,Barcaldine Airport,AU,مطار باركالادين
TNJ,Kijang Airport,ID,مطار كيجانغ
BTH,Hang Nadim Airport,ID,مطار هانج نديم
SBW,Sibu Airport,MY,مطار سيبو
OSO,Osborne Mine Airport,AU,مطار أوزبورن الألغام
KOJ,Kagoshima Airport,JP,مطار كاجوشيما
PUG,Port Augusta Airport,AU,مطار ميناء أوغستا
KHE,Chernobayevka Airport,UA,مطار تشيرنوبايفيكا
MCV,Mcarthur River Mine Airport,AU,مطار مكارثر ماين ريفر
GKK,Kooddoo Airport,MV,مطار كودو
RDN,Lts Pulau Redang Airport,MY, مطار بولاو ريدانج LTS
WWT,Newtok Seaplane Base,SG,نيوتوك سيبلاين بايس
GTS,Granite Downs Airport,AU,مطار الجرانيت داونز
NAC,Naracoorte Airport,AU,مطار ناراركورت
RVT,Ravensthorpe Airport,AU,مطار رافينسثورب
OLP,Olympic Dam Airport,AU,مطار اوليمبيك دام
GOV,Gove Airport,AU,مطار غوف
KNS,King Island Airport,Australia,مطار كينغ ايلاند
GTE,Groote Eylandt Airport,AU,مطار جروت ايلاند
ZUH,Zhuhai Airport,CN,مطار تشوهاى
SJW,Shijiazhuang Daguocun International Airport,CN,مطار شيجياتشوانغ داغيوكون الدولية
HLD,Dongshan Airport,CN,مطار دونغشان
KTA,Karratha Airport,AU,مطار كاراثا
DSN,Ordos Ejin Horo Airport,CN,مطار اوردوس إيجين هورو
RAP,Rapid City Regional Airport,US, مطار مدينة رابيد الإقليمي
RMQ,Taichung Ching Chuang Kang Airport,TW, مطار تايتشونغ تشينغ تشوانغ كانغ
NGS,Nagasaki Airport,JP,مطار ناغازاكي
BNX,Banja Luka International Airport,BA,مطار بانيا لوكا الدولي
ARW,Arad International Airport,RO,مطار اراد الدولي
HDG,Handan Airport,CN,مطار هاندان
ERL,Erenhot Saiwusu International Airport,CN,مطار إيرينهوت سايوسو الدولي
LTI,Altai Airport,CN,مطار التاي
ULK,Lensk Airport,RU,مطار لينسك
BOY,Bobo Dioulasso Airport,BF,مطار بوبو ديولاسو
BQT,Brest Airport,BY,مطار بريست
DAT,Datong Airport,CN,مطار داتونغ
SGN,Tan Son Nhat International Airport,VN,مطار تان سون نهات الدولي
TKS,Tokushima Airport,JP,مطار توكوشيما
PDT,Eastern Oregon Regional Airport,US,مطار أوريغون الشرقي الإقليمي
DYG,Dayong Airport,CN,مطار دايونغ
SHP,Shanhaiguan Airport,CN,مطار شانهايقوان
HJJ,Zhijiang Airport,CN,مطار تشيجيانغ
TRN,Turin Airport,IT,مطار تورينو
BAY,Tautii Magheraus Airport,RO,مطار تاوتي ماغيروس
PPK,Petropavlosk South Airport,KZ,مطار بتروبافلوسك الجنوبي
NTL,Newcastle Airport,AU,مطار نيوكاسل
MXZ,Meixian Airport,CN,مطار ميكسيان
GJT,Grand Junction Regional Airport,US,مطار جراند جنكشن ريجنال 
LZH,Bailian Airport,CN,مطار بيليان
XIL,Xilinhot Airport,CN,مطار شيلينهوت
CRA,Craiova Airport,RO,مطار كرايوفا
DNK,Dnipropetrovsk International Airport,UA,مطار دنيبروبتروفسك الدولي
TSR,Timioara Traian Vuia Airport,RO,مطار تيموارا ترايان فويا
LYA,Luoyang Airport,CN,مطار لويانغ
NNY,Nanyang Airport,CN,مطار نانيانغ
GYU,Guyuan Liupanshan Airport,CN,مطار غويان ليوبانشان
MDL,Mandalay International Airport,MM,مطار ماندالاي الدولي
DLZ,Dalanzadgad Airport,CN,مطار دالانزاغاد
XFN,Xiangfan Airport,CN,مطار شيانغفان
COQ,Choibalsan Airport,CN,مطار تشوبالسان
BYN,Bayankhongor Airport,CN,مطار باياخونغور
VLI,Bauerfield International Airport,VU,مطار بورفيلد الدولي
NVI,Navoi Airport,UZ,مطار نافوي
ZHY,Zhongwei Shapotou Airport,CN,مطار تشونغوي شابوتو
IQN,Qingyang Airport,CN,مطار كينغيانغ
JNG,Jining Qufu Airport,CN,مطار جيننج تشوفو
SNN,Shannon Airport,IE,مطار شانون
JHG,Xishuangbanna Gasa Airport,CN,مطار شيشوانغباننا غازا
SKU,Skiros Airport,GR,مطار سكيروس
UGT,Bulagtai Resort Airport,CN,مطار بولاغاتي رسورت
EZS,Elaz Airport,TR,مطار ايلاز
LLF,Lingling Airport,CN,مطار لينغ لينغ
KBL,Kabul International Airport,AF,مطار كابول الدولي
BFN,Bloemfontein Airport,ZA,مطار بلومفونتين
JUZ,Quzhou Airport,CN,مطار تشوزو
AQG,Anqing Airport,CN,مطار انكينغ
TOD,Pulau Tioman Airport,MY,مطار بولاو تيومان
NSI,Yaound Nsimalen International Airport,CM,مطار ياوندي، نسيمالين الدولي
KUN,Kaunas Airport,LT,مطار كاوناس
SYM,Simao Airport,CN,مطار سيماو
ZAT,Zhaotong Airport,CN,مطار زاهوتونغ
PNZ,Senador Nilo Coelho Airport,BR,مطار سينادور نيلو كويلو
TGM,Transilvania Trgu Mure International Airport,RO,مطار ترانسيلفانيا ترغو مور الدولي
ENY,Yanan Airport,CN,مطار يانان
CXR,Cam Ranh Airport,VN,مطار كام رانه
TBS,Tbilisi International Airport,GE,مطار تبليسي الدولي
TAB,Arthur Napoleon Raymond Robinson International Airport Directions,TT,مطار آرثر نابليون ريموند روبنسون الدولي دايركشن
ENH,Enshi Airport,CN,مطار انشى
LYG,Lianyungang Airport,CN,مطار لانيونقانغ
JJN,Quanzhou Airport,CN,مطار كوانزو
JZH,Jiuzhai Huanglong Airport,CN,مطار جيوتشايقو هوانغ لونغ
YIW,Yiwu Airport,CN,مطار ييوو
XUZ,Xuzhou Guanyin Airport,CN,مطار سوزهو قوانيين
YKS,Yakutsk Airport,RU,مطار ياكوتسك
AOJ,Aomori Airport,JP,مطار أوموري
SCE,University Park Airport,US,مطار جامعة بارك
MUN,Jos Tadeo Monagas International Airport,VE,مطار جوس تاديو موناغاس الدولي
CZX,Changzhou Airport,CN,مطار تشانغتشو
NGQ,Ngari Gunsa Airport,CN,مطار نجاري غونسا
KVD,Ganja Airport,AZ,مطار غانيا
KRL,Korla Airport,CN,مطار كورلا
CGQ,Longjia Airport,CN,مطار لونغجيا
URC,Oer 1-4 Mqi Diwopu International Airport,CN,مطار اور 1-4 مكي ديووبو الدولي 
DAX,Dachuan Airport,CN,مطار داتشيوان
TCG,Tacheng Airport,CN,مطار تاشيهينغ
IBE,Perales Airport,CO,مطار بيراليس
PMW,Brigadeiro Lysias Rodrigues Airport,BR,مطار بريغاديرو ليسياس رودريغز
MBS,Mbs International Airport,US,مطار ام بي اس الدولي
KSU,Kristiansund Airport Kvernberget,NO,مطار كريستيانسوند كفيرنبرغت
LWN,Gyumri Shirak Airport,AM,مطار غيومري شيراك
ACX,Xingyi Airport,CN,مطار اكسينغيي
NAO,Nanchong Airport,CN,مطار نانتشونغ
HRB,Taiping Airport,CN,مطار تايبينغ
KHG,Kashgar Airport,CN,مطار كاشغر
BPX,Qamdo Bangda Airport,CN,مطار كامدو بانغدا
TCZ,Tengchong Tuofeng Airport,CN,مطار تنغتشونغ توفينغ
KCH,Kuching International Airport,MY,مطار كوتشينغ الدولي
TRC,Francisco Sarabia International Airport,MX,مطار فرانسيسكو سارابيا الدولي
MDU,Mendi Airport,PG,مطار ميندي 
BEY,Beirut-rafic Hariri International Airport,LB,مطار بيروت رفيق الحريري الدولي
NIP,Naval Air Station Jacksonville Airport,US,مطار المحطة الجوية البحرية في جاكسونفيل
SXK,Saumlaki-olilit Airport,ID,مطار سوملاكي - اوليليت
YIN,Yining Airport,CN,مطار ينينغ
KRY,Karamay Airport,CN,مطار كاراماي
BLI,Bellingham International Airport,US,مطار بيلينجهام الدولي
YIH,Yichang Airport,CN,مطار ييتشانغ
LCH,Lake Charles Regional Airport,US,مطار بحيرة تشارل الإقليمي
GPA,Araxos Airport,GR,مطار اراكسوس
TJU,Kulob Airport,TJ,مطار  كولوب
ERZ,Erzurum International Airport,TR,مطار أرزروم الدولي
GLN,Goulimime Airport,SK,مطار غوليميمي
MAH,Menorca Airport,ES,مطار مينوركا
IXG,Belgaum Airport,IN,مطار بلجاوم
DLU,Dali Airport,CN,مطار دالي
ASB,Ashgabat Airport,TM,مطار عشق اباد
DIG,Diqing Airport,CN,مطار ديكينغ
GNY,Anlurfa Gap Airport,TR,مطار انلوفا غاب 
SZF,Samsun Aramba Airport,TR,مطار سامسون ارامبا
DIY,Diyarbakir Airport,TR,مطار ديار بكر
IDA,Idaho Falls Regional Airport,US,مطار ايداهو فولز الإقليمي
REX,General Lucio Blanco International Airport,MX,مطار العام لوسيو بلانكو الدولي
LWS,Lewiston - Nez Perce County Airport,US,ويستون - مطار نيز بيرس مقاطعة
MAB,Joo Correa Da Rocha Airport,BR,مطار جو كوريا دا روشا
GZP,Gazipaa Airport,TR,مطار غازيبا
LSI,Sumburgh Airport,GB,مطار سومبورغ
KCQ,Chignik Lake Airport,US,مطار تشيغنيك ليك
OUL,Oulu Airport,FI,مطار أولو
AOR,Sultan Abdul Halim Airport,MY,مطار السلطان عبد الحليم
AKJ,Asahikawa Airport,JP,مطار اساهيكاوا
AQP,Rodrguez Balln International Airport,PE,مطار رودريغيز بولن الدولي
PDG,Minangkabau International Airport,ID,مطار المينانجكاباو الدولي
NLD,Quetzalcoatl International Airport,MX,مطار قوتزلكتل الدولي
MRA,Misratah Airport,LY,مطار مصراته
TMI,Tumling Tar Airport,NP,مطار توملنغ  قطران
MLX,Malatya Erha Airport,TR,مطار ملاطية ارحا
ACT,Waco Regional Airport,US,مطار واكو الإقليمي
SSG,Malabo International Airport,GQ,مطار مالابو الدولي
TUC,Teniente Benjamin Matienzo Airport,AR,تينينتي مطار بنجامين ماتينزو
KWK,Kwigillingok Seaplane Base,US,قاعدة الطائرة المائية كويغيلينغوك
OAJ,Albert J Ellis Airport,US,مطار ألبرت إليس 
KTT,Kittila Airport,FI,مطار كيتيلا
BME,Broome International Airport,AU,مطار بروم الدولي
FRS,Mundo Maya International Airport,GT,مطار موندو مايا الدولي
CBG,Cambridge Airport,GB,مطار كامبريدج
UIO,Mariscal Sucre International Airport,EC,مطار ماريسكال سوكري الدولي
BRS,Bristol Airport,GB,مطار بريستول
YYU,Kapuskasing Airport,CA,مطار كابوسكاسينغ
OSR,Ostrava Leos Janek Airport,CZ,اوسترافا مطار ليوش جانيك
JYV,Jyvaskyla Airport,FI,مطار جيفاسكيلا
SOQ,Sorong Jefman Airport,ID,مطار سورونغ جيفمان
HYN,Huangyan Luqiao Airport,CN,مطار هوانغيان وقياو
AGR,Agra Airport,IN,مطار اجرا
BDB,Bundaberg Airport,AU,مطار بوندابرج
VDE,Hierro Airport,ES,مطار هييرو
OSS,Osh Airport,KG,مطار أوش
CPE,Ingeniero Alberto Acua Ongay International Airport,MX,مطار هينغينيرو ألبيرتو أكوا اونغاي الدولي
PEU,Puerto Lempira Airport,HN,بويرتو لمبيرا
DOU,Dourados Airport,PE,مطار دورادوس
ODN,Long Seridan Airport,MY,مطار طويلة سيريدان
PMC,El Tepual Airport,CL,مطار شرم تيبوال
MTT,Minatitln-coatzacoalcos National Airport,MX,مطار ميناتتلن-كواتزاكوالكوس الوطني
SLP,Ponciano Arriaga International Airport,MX,مطار بونسيانو أرياغا الدولية
AXD,Dimokritos Airport,GR,مطار ديموكريتوس
NAU,Napuka Island Airport,PF,مطار جزيره نابوكا
GJA,La Laguna Airport,HN,مطار لا لاغونا
ZUM,Churchill Falls Airport,CA,مطار تشرشل فولز
TOL,Toledo Express Airport,US,مطار توليدو
AHO,Alghero - Fertilia Airport,IT,ألغيرو - مطار فيرتيليا
YQR,Regina International Airport,CA,مطار ريجينا الدولي
VII,Vinh Airport,VN,مطار فينه
JAL,El Lencero Airport,MX,مطار ال لينكيرو
BMU,Muhammad Salahuddin Airport,ID,مطار محمد صلاح الدين
NUE,Nuremberg Airport,DE,مطار نورمبرغ
PLZ,Port Elizabeth Airport,ZA,مطار بورت اليزابيث
GST,Gustavus Airport,US,غوستافوس
MIG,Mianyang Airport,CN,مطار ميانيانغ
CVM,General Pedro Jose Mendez International Airport,MX,مطار بيدرو خوسيه منديز الدولي
TPQ,Amado Nervo National Airport,MX,مطار أمادو نيرفو الوطني
YYY,Mont-joli Airport,CA,مطار مونت جولي
TDX,Trat Airport,TH,مطار ترات
PEE,Bolshoye Savino Airport,RU,مطار بولشوي سافينو
EMD,Emerald Airport,AU,مطار الزمرد
RTM,Rotterdam The Hague Airport,NL,روتردام مطار لاهاي
WRO,Wrocaw-copernicus Airport,PL, مطار روكاو-وبرنيكوس
BRW,Wiley Post-will Rogers Memorial Airport,US,مطار ويلي بوست-ويل روجرز ميموريال
STX,Henry E Rohlsen Airport,VI,مطار هنري رولسن
WUA,Wuhai Airport,CN,مطار هاي
FLO,Florence Regional Airport,US,مطار فلورنسا الإقليمي
GLA,Glasgow Airport,GB,مطار غلاسكو
IKA,Tehran Imam Khomeini International Airport,IR,مطار الإمام الخميني الدولي
XNN,Xining Caojiabu Airport,CN,مطار شينينغ كاوجي ابو
HOD,Hodeida International Airport,YE,مطار الحديدة الدولي
BNN,Brnnysund Airport,NO,مطار برنيسوند
OTZ,Ralph Wien Memorial Airport,US,مطار رالف وين ميموريال
NUX,Novy Urengoy Airport,RU,مطار نوفي يورنغوي
MQL,Mildura Airport,AU,مطار ميلدورا
BVG,Berlevg Airport,NO,مطار بيرليفغ
NTG,Nantong Airport,CN,مطار نانتونغ
BDO,Husein Sastranegara International Airport,ID,مطار حسين ساسترانجارا الدولي
EIS,Beef Island Tortola Airport,VG, مطار جزيرة بيف تورتولا
SUN,Friedman Memorial Airport,US,مطار فريدمان ميمورتال
PTJ,Portland Airport,AU,مطار بورتلاند
KYP,Kyaukpyu Airport,MM,مطار كياوكبياو
RAR,Rarotonga International Airport,CK,مطار راروتونغا الدولي
YXS,Prince George Airport,CA,مطار الأمير جورج
TSA,Taipei Songshan Airport,TW,مطار تايبيه سونغشان
TUO,Taupo Airport,NZ,تاوبو
YKA,Kamloops Airport,CA,مطار كاملوبس
AGT,Guarani International Airport,PY,مطار غواراني الدولي
FNA,Lungi International Airport,SL,مطار لونجي الدولي
LDH,Lord Howe Island Airport,AU,مطار جزيرة لورد هاو
AIA,Alliance Municipal Airport,US,مطار تحالف البلديه
FDE,Bringeland Airport,NO,مطار برينغلاند
VCE,Venice Marco Polo Airport,IT,البندقية مطار ماركو بولو
XCH,Christmas Island Airport,CX,مطار جزيرة كريسماس
BKZ,Bukoba Airport,TZ,مطار بوكوبا
UPN,Licenciado Y General Ignacio Lopez Rayon Airport,MX,ليسانسيادو Y مطار اغناسيو لوبيز رايون العام
WKK,Aleknagik - New Airport,US,اليكناغيك - مطار جديد
PHE,Port Hedland International Airport,AU,مطار بورت هيدلاند الدولي
JRO,Kilimanjaro International Airport,TZ,مطار كليمنجارو الدولي
HAA,Hasvik Airport,NO,مطار هاسفيك
ISA,Mount Isa Airport,AU,مطار جبل عيسى
PLO,Port Lincoln Airport,AU,مطار بورت لينكولن
BBN,Bario Airport,MY,مطار باريو
PDS,Piedras Negras International Airport,MX,مطار بيدراس نيغراس الدولي
BHX,Birmingham Airport,GB,مطار برمنغهام
JTR,Santorini Thira National Airport,GR,مطار سانتوريني ثيرا الوطني
FON,Arenal Airport,CR,مطار أرينال
