airport_code,city_code,airport_name,address_en,webisite,phone
ELG,ELG,El Golea Airport,,,
LLU,LLU,Alluitsup Paa Heliport,,,
YKU,YKU,Chisasibi Airport,,,
JOI,JOI,Joinville-lauro Carneiro De Loyola Airport,"""Avenida Santos Dumont",http://www.infraero.gov.br/index.php/aeroportos/santa-catarina/aeroporto-de-joinville.html,(+47) 3417-4000
USK,USK,Usinsk Airport,,,
UCT,UCT,Ukhta Airport,,,
GDQ,GDQ,Gonder Airport,,,
JUH,TQR,Jiuhuashan Airport,,,
MUK,MUK,Mauke Airport,,,
UAP,UAP,Ua Pou Airport,,,
ANM,ANM,Antsirabato Airport,,,
UTN,UTN,Pierre Van Ryneveld Airport,,,
YNT,YNT,Yantai Laishan Airport,,,
SVU,SVU,Savusavu Airport,,,
TVU,TVU,Matei Airport,,,
RVV,TUB,Raivavae Airport,,,
TOH,TOH,Torres Airstrip,,,
YUX,YUX,Hall Beach Airport,,,
ZSJ,ZSJ,Sandy Lake Airport,,,
PNR,PNR,Pointe Noire Airport,"""Pointe-Noire",,NA
RDZ,RDZ,Rodez-marcillac Airport,,,
BHB,BHB,Hancock County-bar Harbor Airport,"""115 Caruso Dr",http://www.bhbairport.com/,(+1) 207-667-7329
YPH,YPH,Inukjuak Airport,,,
UTP,UTP,U-tapao International Airport,,,
IXE,IXE,Mangalore International Airport,"""Airport Director",,"91-824-2220400, 91-9448125412."
VBV,VBV,Vanua Balavu Airport,,,
MAS,HGU,Momote Airport,,,
HNM,HNM,Hana Airport,"""4228 Hana Hwy",http://hawaii.gov/hnm/,(+1) 808-872-3808
PSS,PSS,Libertador Gral D Jose De San Martin Airport,,,
KDV,KDV,Vunisea Airport,,,
PWQ,PWQ,Pavlodar Airport,,,
AAA,AAA,Anaa Airport,,,
ROR,ROR,Roman Tmetuchl International Airport,"""Airai",,NA
AKS,AKS,Auki Airport,,,
UIN,UIN,Quincy Regional Airport,"""1645 Hwy 104",http://www.quincyil.gov/Airport/home.htm,(+1) 217-885-3285
HVG,HVG,Valan Airport,,,
ILD,LCG,Lleida-alguaire Airport,,,
LYB,LYB,Edward Bodden Airfield,,,
VNX,VNX,Vilankulo Airport,,,
YQF,YQF,Red Deer Regional Airport,,,
IGA,IGA,Inagua Airport,"""Great Inagua",,(+1) 242-339-2104
PTP,PTP,Pointe--pitre International Airport,"""Morne Mamiel",http://www.guadeloupe.aeroport.fr/,(+590) 590 21-1400
GMO,VBV,Gombe Lawanti International Airport,,,
BFJ,ICI,Ba Airport,,,
PAH,PAH,Barkley Regional Airport,"""2901 Fisher Rd",http://www.barkleyregional.com/,(+1) 270-744-0521
YGW,YGW,Kuujjuarapik Airport,"""Kuujjuarapik",,(+1) 514 873-2015
TGD,TGD,Podgorica Airport,"""Podgorica",http://www.montenegroairports.com/eng/index.php?menu=2&menu1=16,(+382) 20 444 244
EJA,EJA,Yarigu-es Airport,,,
RET,RRS,Rst Airport,,,
MUC,MUC,Munich Airport,"""Nordallee 25",http://www.munich-airport.de/,(+49) 89 97500
MME,MME,Durham Tees Valley International Airport,"""Darlington",http://www.durhamteesvalleyairport.com/,(+44) 08712 242426
ABK,ABK,Kabri Dehar Airport,,,
ERH,ERH,Moulay Ali Cherif Airport,,,
GRW,GRW,Graciosa Airport,,,
MNJ,MNJ,Mananjary Airport,,,
DRO,DRO,Durango-la Plata County Airport,"""1000 Airport Rd",,(+1) 970-382-6050
SDP,SDP,Sand Point Airport,,,
WNN,WNN,Wunnumin Lake Airport,,,
BNS,BNS,Barinas Airport,,,
PEK,PEK,Beijing Capital International Airport,,,
TIH,TIH,Tikehau Airport,,,
HLP,JKT,Halim Perdanakusuma Airport,"""East Jakarta",,(+62) 21 8093351
MVR,MVR,Salak Airport,,,
FGU,AAA,Fangatau Airport,,,
APK,APK,Apataki Airport,,,
GAN,PBH,Gan International Airport,,,
FAV,REA,Fakarava Airport,,,
KVG,KRI,Kavieng Airport,,,
PTG,PTG,Polokwane International Airport,"""Polokwane",,(+27) 15 288 1622
GGM,NBO,Kakamega Airport,,,
CDV,CDV,Merle K Mudhole Smith Airport,"""Cordova",,(+1) 907-451-5250
YAT,YAT,Attawapiskat Airport,,,
HFA,HFA,Haifa International Airport,,,
DOL,DOL,Deauville-saint-gatien Airport,,,
TSF,VCE,Treviso Airport,"""Via Noalese",http://www.trevisoairport.it/,(+39) 0422 315111
GRI,GRI,Central Nebraska Regional Airport,"""3743 Sky Park Rd",http://www.flygrandisland.com/,(+1) 800-558-1664
NAL,NAL,Nalchik Airport,,,
KUO,KUO,Kuopio Airport,"""Lentokentantie 275",http://www.finavia.fi/en/kuopio/,(+358) 20 7087202
FRU,FRU,Manas International Airport,"""Manas Airport Rd",http://www.airport.kg/rus/,(+996) 020-609000/6003260
ASP,ASP,Alice Springs Airport,"""Santa Teresa Rd",http://www.alicespringsairport.com.au/,(+61) 8 8951 1211
NKM,NGO,Nagoya Airfield Airport,"""Toyoyama",http://www.nagoya-airport-bldg.co.jp/en/,NA
AJN,AJN,Ouani Airport,,,
BEM,BGF,Bossembclc Airport,,,
BJI,BJI,Bemidji Regional Airport,"""3824 Moberg Dr NW",http://www.bemidjiairport.org/,(+1) 218-444-2438
RKV,REK,Reykjavk Airport,"""Reykjavik ",,(+354) 424 4000
DCN,CED,Raaf Base Curtin,,,
DCM,DCM,Castres-mazamet Airport,,,
RSU,RSU,Yeosu Airport,,,
AKU,AKU,Aksu Airport,,,
TBG,TBG,Tabubil Airport,,,
HYG,HOM,Hydaburg Seaplane Base,,,
YLH,YLH,Lansdowne House Airport,,,
YMO,YMO,Moosonee Airport,"""1 Airport Rd",,(+1) 705-336-2731
DYR,DYR,Ugolny Airport,,,
JOS,JOS,Yakubu Gowon Airport,,,
GOU,GOU,Garoua International Airport,,,
VRN,VRN,Verona Villafranca Airport,"""37066 Caselle Verona",http://www.aeroportoverona.it/passeggeri_t5/,(+39) 045 809 5666
VAK,VAK,Chevak Airport,,,
GLH,GLH,Mid Delta Regional Airport,"""166 5th St",www.greenville.ms.us/Airport.html,(+1) 662-334-3121
TLM,TLM,Zenata Eur Messali El Hadj Airport,,,
NBC,NBC,Begishevo Airport,,,
LLA,LLA,Lule Airport,"""Flygstationsvagen 4",http://www.swedavia.com/lulea/,(+46)-(0)10-109 48 00
NGE,NGE,Ngaoundcrc Airport,,,
CEC,CEC,Del Norte County Airport,"""Crescent City",,(+1) 707-464-7288
DOK,DOK,Donetsk International Airport,,,
IPT,IPT,Williamsport Regional Airport,"""700 Airport Rd",http://www.flyipt.com/,(+1) 570-368-2444
KTE,KTE,Kerteh Airport,,,
AXP,AXP,Spring Point Airport,,,
SIT,SIT,Sitka Rocky Gutierrez Airport,"""AK 99835",,(+1) 907-465-1786
KRF,KRF,Kramfors Sollefte Airport,,,
HER,HER,Heraklion International Airport,"""Iraklio 716 01",,(+30) 281 039 7129
XFW,HAM,Hamburg Finkenwerder Airport,"""Kreetslag 10",,(+49) 40 74370
OSY,OSY,Namsos Hknesra Airport,,,
HHZ,REA,Hikueru Atoll Airport,,,
MMK,MMK,Murmansk Airport,"""Murmansk Oblast",http://www.airport-murmansk.ru/en/,(+7) 815 228-13-31
VAR,VAR,Varna Airport,"""9000 Varna",http://www.varna-airport.com/,(+359) 52 573 323
CJC,CJC,El Loa International Airport,"""Calama",,NA
VXO,VXO,Vxj Smland Airport,"""355 93 Vaxjo",http://www.smalandairport.se/,(+46) 470 75 85 00
BVA,PAR,Beauvais-till Airport,"""Route de lAeroport",http://www.aeroportbeauvais.com/,(+33) 892 68 20 66
YQG,YQG,Windsor Airport,"""Unit #200 3200 County Road 42",http://www.yqg.ca,(+1) 519 969-2430
OCC,OCC,Francisco De Orellana Airport,,,
XMH,XMH,Manihi Airport,,,
PMY,PMY,El Tehuelche Airport,,,
DEA,DEA,Dera Ghazi Khan Airport,,,
YIO,YIO,Pond Inlet Airport,,,
RTA,RTA,Rotuma Airport,,,
NAT,NAT,Augusto Severo International Airport,"""Parnamirim - RN",http://www.infraero.gov.br/index.php/br/aeroportos/rio-grande-do-norte/aeroporto-internacional-augusto-severo.html,(+84) 3087-1200
UBP,UBP,Ubon Ratchathani Airport,,,
BSK,BSK,Biskra Airport,,,
YAG,YAG,Fort Frances Municipal Airport,"""1300 Frog Creek Road",http://operations.fort-frances.com/current-events,(+1) 807-274-3930
PKR,PKR,Pokhara Airport,"""Nagdhunga",,(+977) 61-465979
SMS,SMS,Sainte Marie Airport,,,
MFR,MFR,Rogue Valley International-medford Airport,"""1000 Terminal Spur Rd",,(+1) 541-772-8068
MKK,MKK,Molokai Airport,"""3980 Airport Loop",http://hawaii.gov/mkk,(+1) 808-567-9660
EGE,EGE,Eagle County Regional Airport,"""219 Eldon Wilson Rd",http://www.flyvail.com/html/,(+1) 970-328-2680
JNB,JNB,O R Tambo International Airport,"""O R Thambo Airport Rd",,(+27) 11 921 6262
YRB,YRB,Resolute Bay Airport,"""Resolute",,NA
MWX,HND,Muan International Airport,,,
BIM,BIM,South Bimini Airport,,,
HPB,HPB,Hooper Bay Airport,"""Hooper Bay",,(+1) 907-543-2495
CGH,SAO,Congonhas-so Paulo Airport,"""Av. Washington Luis",http://www.infraero.com.br/index.php/br/aeroportos/sao-paulo/aeroporto-de-sao-paulo-congonhas.html,(+55) 11 5090-9000
KDM,KDM,Kaadedhdhoo Airport,,,
MOV,MOV,Moranbah Airport,,,
KGI,KGI,Kalgoorlie Boulder Airport,,,
FMN,FMN,Four Corners Regional Airport,"""1300 W Navajo St",,(+1) 505-599-1395
BSG,BSG,Bata Airport,,,
MSN,MSN,Dane County Regional Airport,"""4000 International Ln",http://www.msnairport.com/,(+1) 608-246-3380
AJF,AJF,Al-jawf Domestic Airport,,,
ILG,IGM,New Castle Airport,,,
ENA,ENA,Kenai Municipal Airport,"""305 N Willow St",http://kenaiairport.com/,(+1) 907-283-7951
YCB,YCB,Cambridge Bay Airport,,,
ZBF,ZBF,Bathurst Airport,,,
SON,SON,Santo Pekoa International Airport,,,
HIR,HIR,Honiara International Airport,"""Kukum Hwy",,NA
BVI,BVI,Birdsville Airport,"""Graham Street",http://www.diamantina.qld.gov.au/,(+61) 7 4746 1202
LBJ,LBJ,Komodo Mutiara Ii Airport,,,
ZFM,ZFM,Fort Mcpherson Airport,,,
MUW,MUW,Ghriss Airport,,,
WTL,WKK,Tuntutuliak Airport,,,
YCL,YCG,Charlo Airport,,,
JIB,JIB,Djibouti-ambouli International Airport,Republique de Djibouti Djibouti-Ville 1055 Djibouti,http://www.aeroport-jib.com/index.php/en/,(+253) 21 34 01 01
YBR,YBR,Brandon Municipal Airport,,,
CTA,CTA,Catania Interational Airport,"""Catania interational Airport",,(+39) 0957 239 111
GMR,GMR,Totegegie Airport,,,
SPB,STT,Charlotte Amalie Harbor Seaplane Base Airport,"""Veterans Dr",,NA
YLC,YLC,Kimmirut Airport,,,
TOB,TOB,Gamal Abdel Nasser Airport,,,
EGN,EGN,Geneina Airport,,,
DUT,DUT,Unalaska Airport,"""Unalaska",http://www.alaskaair.com/travelinfo/destinations/dutchharbor-alaska-airport,(+1) 907-581-1786
YBX,YBX,Lourdes De Blanc Sablon Airport,,,
PYY,PYY,Mae Hong Son Airport,,,
CND,CND,Mihail Koglniceanu International Airport,"""4",http://www.mk-airport.ro/,(+40) 024 1255100
PLS,PLS,Providenciales International Airport,"""Airport Rd",http://provoairport.com/,(+1) 649-946-4420
RUA,RUA,Arua Airport,,,
TVS,YNO,Tangshan Sann 1-4 He Airport,,,
HAH,HAH,Prince Said Ibrahim International Airport,,,
GLF,GLF,Golfito Airport,,,
BDL,BDL,Bradley International Airport,,,
SPI,SPI,Abraham Lincoln Capital Airport,"""1200 Capital Airport Dr",http://www.flyspi.com/,(+1) 217-788-1060
YPJ,YPJ,Aupaluk Airport,,,
DBQ,DBQ,Dubuque Regional Airport,"""11000 Airport Rd",,(+1) 563-589-4127
VVC,VVC,Vanguardia Airport,,,
MJC,HGO,Man Airport,,,
TNO,TNO,Tamarindo De Santa Cruz Airport,,,
TKV,MKP,Tatakoto Airport,,,
OKJ,OKJ,Okayama Airport,"""１２７７ Nichioji",http://www.okayama-airport.org/,(+81) 86-294-1811
DLI,DLI,Lien Khuong Airport,,,
CCV,CCV,Craig Cove Airport,,,
NMA,NMA,Namangan Airport,,,
GOQ,GOQ,Golmud Airport,,,
GEL,GEL,Santo Ngelo Airport,,,
IZO,IZO,Izumo Airport,"""Izumo",http://www.izumo-airport.co.jp/,(+81) 853-72-7500
KWA,KWA,Bucholz Army Airfield,"""Bucholz Army Airfield (KWA)",,NA
KNX,KNX,Kununurra Airport,,,
KCL,GRM,Chignik Lagoon Airport,"""Chignik Lagoon",,
KEJ,KEJ,Kemerovo Airport,,,
BFD,BFD,Bradford Regional Airport,"""212 Airport Rd",http://www.bradfordairport.net/,(+1) 814-368-5928
HGO,HGO,Korhogo Airport,,,
MKP,MKP,Makemo Airport,,,
DNR,DNR,Dinard-pleurtuit-saint-malo Airport,,,
MOQ,MOQ,Morondava Airport,,,
OFI,HGO,Ouango Fitini Airport,,,
NOS,NOS,Fascene Airport,,,
BAX,BAX,Barnaul Airport,,,
RNA,WKK,Ulawa Airport,,,
CGP,CGP,Shah Amanat International Airport,"""Potenga Road",http://www.tamworth.nsw.gov.au/Council/Council-Enterprises-and-Venues/Tamworth-Regional-Airport/default.aspx,(+880) 312500941
FJR,FJR,Fujairah International Airport,Fujairah - United Arab Emirates,http://www.fujairah-airport.com/,(+971) 9 2226222
NDJ,NDJ,Ndjamena International Airport,"""NDjamena",,NA
FRO,FRO,Flor Airport,"""6900 Florø",,(+47) 67 03 20 02
BSD,YNO,Baoshan Yunduan Airport,,,
KUS,KUS,Kulusuk Airport,Greenland,,(+299) 98 69 88
HAV,HAV,Jos Mart International Airport,"""Avenida Van Troi",http://havana.airportcuba.net,(+53) 7 33 5777  /  (+53) 7 266 4644
ROI,ROI,Roi Et Airport,,,
HNS,HNS,Haines Airport,"""728 Main Street",,(+1) 907-465-1786
ZNE,ZNE,Newman Airport,,,
LGS,MDZ,Comodoro Dr Salomn Airport,,,
TRK,TRK,Juwata Airport,,,
JUJ,JUJ,Gobernador Horacio Guzmn International Airport,Argentina,,NA
MJI,BEN,Mitiga Airport,,,
MAG,MAG,Madang Airport,"""Madang 511",,(+675) 422 2455
DLH,DLH,Duluth International Airport,"""4701 Grinden Dr",http://www.duluthairport.com/,(+1) 218-727-2968
QJI,JGO,Ikamiut Heliport,,,
ATZ,ATZ,Assiut International Airport,,,
KSO,KSO,Kastoria National Airport,,,
CZM,CZM,Cozumel International Airport,"""Aeropuerto Internacional S/n",,(+52) 987 872 2081
KHI,KHI,Jinnah International Airport,"""Karachi",http://www.karachiairport.com.pk/,NA
ZAD,ZAD,Zemunik Airport,,,
EBJ,EBJ,Esbjerg Airport,"""John Tranums Vej 20",http://www.esbjerg-lufthavn.dk/kontakt.html,(+45) 76 12 14 00
LMM,LMM,Fort Valley Federal International Airport,"""Carretera Los Mochis-Topolobampo Km. 12.5",,NA
QUP,SFJ,Saqqaq Heliport,,,
HGU,HGU,Mount Hagen Kagamuga Airport,,,
WMN,WMN,Maroantsetra Airport,,,
DIE,DIE,Arrachart Airport,,,
YUY,YUY,Rouyn-noranda Airport,"""80 Avenue Airport",,(+1) 819-762-8171
TMM,TMM,Toamasina Airport,,,
KHT,KDH,Khost Airport,,,
KRK,KRK,John Paul Ii International Airport Krakw-balice,"""kapitana Mieczysława Medweckiego 1",http://www.krakowairport.pl/en,(+48) 801 055 000
SSR,SSR,Sara Airport,,,
VPY,VPY,Chimoio Airport,,,
PPS,PPS,Puerto Princesa International Airport,"""Rizal Ave",,(+63)48 433 4965
JJU,JGO,Qaqortoq Heliport,,,
PAD,PAD,Paderborn Lippstadt Airport,"""Flughafenstrabe 33",http://www.airport-pad.com/,(+49) 2955 770
RCH,RCH,Almirante Padilla Airport,"""Riohacha",,NA
VNY,LAX,Van Nuys Airport,"""16461 Sherman Way",http://www.lawa.org/welcomevny.aspx,(+1) 818-442-6500
PHO,PTU,Point Hope Airport,"""Point Hope",,
AQI,AQI,Hafr Al Batin Airport,,,
LMT,LMT,Klamath Falls Airport,"""3000 Airport Way",http://www.flykfalls.com/,(+1) 541-883-5372
NYT,TVY,Naypyidaw Airport,,,
BHY,BHY,Beihai Airport,,,
PZI,PZI,Baoanying Airport,,,
SUR,SUR,Summer Beaver Airport,,,
KSJ,KSJ,Kasos Island National Airport,"""Kasos 858 00",,NA
KVA,KVA,Kavala International Airport,"""Nestos 642 00",,(+30) 2591 053119
YJT,YJT,Stephenville Airport,,,
ISN,ISN,Sloulin Field International Airport,"""421 Airport Rd",http://www.flywilliston.net/,(+1) 701-774-8594
YWL,YWL,Williams Lake Airport,"""3000 Airport Rd",http://www.williamslake.ca/index.asp,(+1) 250-989-4713
ETZ,ETZ,Metz-nancy-lorraine Airport,"""Route de Vigny",http://www.metz-nancy-lorraine.aeroport.fr/,(+33) 3 87 56 70 00
MTS,MTS,Matsapha Airport,"""Matsapha",,NA
KAT,KAT,Kaitaia Airport,"""Quarry Rd",,(+64) 21 477 661
KSD,HFS,Karlstad Airport,,,
LRE,LRE,Longreach Airport,,,
PRG,PRG,Prague Vclav Havel Airport,"""Letiste Praha",http://www.prg.aero,NA
SVB,SVB,Sambava Airport,,,
SCZ,SCZ,Santa Cruz-graciosa Bay-luova Airport,,,
QRY,JGO,Ikerassaarsuk Heliport,,,
JFK,NYC,John F Kennedy International Airport,"""Jamaica",http://www.panynj.gov/airports/jfk.html,(+1) 718-244-4444
GMZ,FUE,La Gomera Airport,,,
WWK,WWK,Wewak International Airport,,,
FTU,FTU,Tlanaro Airport,,,
CAY,CAY,Cayenne - Flix Ebou Airport,"""Matoury",,(+594) 594 29 97 00
TMS,TMS,So Tomc International Airport,,,
ALZ,RBV,Alitak Seaplane Base,,,
GCN,GCN,Grand Canyon National Park Airport,"""871 Liberator Dr",http://www.azdot.gov/about/GrandCanyonAirport/overview,(+1) 928-638-2446
JAC,JAC,Jackson Hole Airport,"""1250 E Airport Rd",http://www.jacksonholeairport.com/,(+1) 307-733-7682
SBH,SBH,Gustaf Iii Airport,Saint Barthelemy,,NA
NUU,MBA,Nakuru Airport,,,
RUR,RUR,Rurutu Airport,,,
HGA,HGA,Egal International Airport,,,
EBU,EBU,Saint-tienne-bouthcon Airport,,,
ULH,AMV,Majeed Bin Abdulaziz Airport,,,
JSU,JSU,Maniitsoq Airport,,,
JIC,TQR,Jinchuan Airport,,,
SJP,SJP,Prof Eribelto Manoel Reino State Airport,,,
ALW,ALW,Walla Walla Regional Airport,"""310 A St",http://www.wallawallaairport.com/,(+1) 509-525-3100
MMX,MMA,Malm Airport,"""Malmo-Sturup",http://www.swedavia.com/malmo/,(+46)-(0)10-10 945 00
GPS,GPS,Seymour Airport,"""Baltra",http://www.ecogal.aero/,(+593) 5-252-4756
TVF,TVF,Thief River Falls Regional Airport,"""13722 Airport Dr",http://www.trfairport.com/,(+1) 218-681-7680
DLY,DLY,Dillons Bay Airport,,,
GUA,GUA,La Aurora International Airport,"""9 Av 14-75",,(+502) 2260 6257
MHH,MHH,Marsh Harbour Airport,"""Marsh Harbour",,(+1) 242-367-5500
ZTB,YKU,Tte- -la-baleine Airport,,,
LNJ,YNO,Lintsang Airfield,,,
PKZ,PKZ,Pakse International Airport,,,
PMZ,PMZ,Palmar Sur Airport,,,
SCY,SNC,San Cristbal Airport,,,
PUJ,PUJ,Punta Cana International Airport,"""Carretera Higuey-Punta Cana Km. 45",http://www.puntacanainternationalairport.com,(+1809) 442-2262
MGQ,MGQ,Aden Adde International Airport,,,
WMR,DIE,Mananara Nord Airport,,,
LNK,LNK,Lincoln Airport,"""2400 W Adams St",http://www.lincolnairport.com/,(+1) 402-458-2480
NKC,NKC,Nouakchott International Airport,"""Nouakchott",http://airport.airlines-inform.com/Nouakchott-International.html,NA
ROB,ROB,Roberts International Airport,,,
LMN,LMN,Limbang Airport,"""Limbang",,(+60) 85-212 090
YHD,YHD,Dryden Regional Airport,"""1012 Airport Rd",http://www.dryden.ca/city_services/dryden_regional_airport/,(+1) 807-937-4959
VIR,DUR,Virginia Airport,"""Airport St",,(+27) 31 563 7101
TRG,TRG,Tauranga Airport,,,
RSD,RSD,Rock Sound International Airport,"""Meridian Hwy",,(+1) 242-334-2117
SKN,SKN,Stokmarknes Skagen Airport,,,
OER,OER,Rnskldsvik Airport,,,
KUD,KUD,Kudat Airport,,,
JIU,JIU,Jiujiang Lushan Airport,,,
CAL,CAL,Campbeltown Airport,,,
FKB,FKB,Baden Airpark Airport,"""Halifax Avenue B420 (Terminal)",https://www.baden-airpark.de,(+49) 7229 662000
TZA,BZE,Belize City Municipal Airport,"""Belize City",,NA
MSS,MSS,Massena International Airport,"""90 Aviation Rd",http://flymassena.com/,(+1) 315-769-7605
CEI,CEI,Chiang Rai International Airport,"""404 Ban Du",,(+66) 53 798 000
YHR,YHR,Chevery Airport,,,
MVY,MVY,Marthas Vineyard Airport,"""71 Airport Rd",http://www.mvyairport.com/,(+1) 508-693-7022
APF,APF,Naples Municipal Airport,"""160 Aviation Dr N",http://www.flynaples.com/,(+1) 239-643-0733
HVB,HVB,Hervey Bay Airport,"""Don Adams Dr",http://www.herveybayairport.com.au/,(+61) 7 4194 8100
BGR,BGR,Bangor International Airport,"""287 Godfrey Blvd",http://www.flybangor.com/,(+1) 866-359-2264
EIN,EIN,Eindhoven Airport,Luchthavenweg 13 5657 EA Eindhoven,http://www.eindhovenairport.nl/nl/,(+31) 900 9505
GAJ,GAJ,Yamagata Airport,"""Yamagata Prefecture 999-3776",http://www.yamagata-airport.co.jp/,(+81) 76-495-3000
AEP,BUE,Aeroparque Jorge Newbery,"""Av Rafael Obligado S/n",http://www.aa2000.com.ar/aeropuertos.aspx,(+5411) 5480-2500
LAS,LAS,Mccarran International Airport,"""5757 Wayne Newton Blvd",https://www.mccarran.com/,(+1) 702-261-5211
KEF,REK,Keflavik International Airport,Keflavik International Airport ,kefairport@kefairport.is,"235 Keflavikurflugvollur, Iceland"
MEC,MEC,Eloy Alfaro International Airport,,,
WBM,RAB,Wapenamanda Airport,,,
TAH,TAH,Tanna Airport,,,
GWD,GWD,Gwadar International Airport,"""Gwadar",,(+92) 86 4315046
TGJ,TGJ,Tiga Airport,,,
NNB,EGM,Santa Ana Airport,,,
IPA,IPA,Ipota Airport,,,
MHQ,MHQ,Mariehamn Airport,"""Flygfaltsvagen 67",http://www.finavia.fi/airport_mariehamn/,(+358) 20 708000
FOE,FOD,Forbes Field,,,
HMB,RMF,Sohag International Airport,,,
ZKE,ZKE,Kashechewan Airport,,,
KMU,HGA,Kisimayu Airport,,,
SMA,SMA,Santa Maria Airport,,,
ZKG,YKU,Kegaska Airport,,,
SDV,TLV,Sde Dov Airport,"""Tel Aviv",http://www.iaa.gov.il/Rashat/en-US/Airports/SdeDov/,(+972) 3-975-8337
THS,THS,Sukhothai Airport,,,
MXL,MXL,General Rodolfo Snchez Taboada International Airport,"""Carretera Mesa de Andrade KM 23.5",,(+52) 686 552 2148
MAJ,MAJ,Marshall Islands International Airport,Marshall Islands,,NA
PLN,PLN,Pellston Regional Airport,"""1395 U.S. Highway 31",http://www.pellstonairport.com/,(+1) 231-539-8441
SVL,SVL,Savonlinna Airport,,,
MQP,MQP,Kruger Mpumalanga International Airport,,,
SAH,SAH,El Rahaba Airport,"""Airport Rd",,NA
VFA,VFA,Victoria Falls Airport,"""A8",,NA
SGU,SGU,St George Municipal Airport,"""4550 S Airport Pkwy",http://www.flysgu.com/,(+1) 435-627-4080
YLL,YLL,Lloydminster Airport,,,
SFA,SFA,Sfax Thyna International Airport,,,
XKS,XKS,Kasabonika Airport,,,
ZLT,YKU,La Tabatire Airport,,,
OXB,OXB,Osvaldo Vieira International Airport,,,
POL,POL,Pemba Airport,,,
KZS,KZS,Kastelorizo Airport,"""Megisti 851 11",,NA
LRS,LRS,Leros Island National Airport,"""Leros 854 00",,NA
KAD,KAD,Kaduna Airport,,,
CTU,CTU,Chengdu Shuangliu International Airport,,,
XIY,XIY,Xian Xianyang International Airport,,,
BJA,BJA,Soummam Airport,,,
LCK,CMH,Rickenbacker International Airport,"""2241 John Cir Dr",http://rickenbackerinlandport.com/en/,(+1) 614-492-2436
AKV,AKV,Akulivik Airport,,,
UPK,KUS,Upernavik Kujalleq Heliport,,,
PHW,PHW,Hendrik Van Eck Airport,,,
YTQ,YTQ,Tasiujaq Airport,,,
SOG,SOG,Sogndal Airport,,,
CFC,CAC,Caador Airport,,,
OST,OST,Ostend-bruges International Airport,,,
MIS,MIS,Misima Island Airport,,,
TKU,TKU,Turku Airport,"""Lentoasemantie 150",http://www.finavia.fi/fi/turku/,(+358) 20 7084717
WAG,WAG,Wanganui Airport,,,
YZY,DOY,Zhangye Southeast Air Base,,,
CRL,BRU,Brussels South Charleroi Airport,"""Rue des Frères Wright 8",http://www.charleroi-airport.com/,(+32) 902 02 490
LUD,LUD,Lderitz Airport,"""B4",,NA
SEB,SEB,Sabha Airport,,,
CKG,CKG,Chongqing Jiangbei International Airport,,,
JNZ,JNZ,Jinzhou Airport,,,
NQY,NQY,Newquay Cornwall Airport,"""St Mawgan",http://www.newquaycornwallairport.com/,(+44) 01637 860600
JGD,TQR,Jiagedaqi Airport,,,
UND,UND,Konduz Airport,,,
PBL,PYH,General Bartolome Salom International Airport,,,
WHK,WHK,Whakatane Airport,,,
CIY,SUF,Comiso Airport Vincenzo Magliocco,,,
JSH,JSH,Sitia Airport,,,
VLN,VLN,Arturo Michelena International Airport,"""Valencia",,NA
LAI,LAI,Lannion-cte De Granit Airport,,,
SDY,SDF,Sidney Richland Municipal Airport,,,
SJZ,SJZ,So Jorge Airport,,,
TST,TST,Trang Airport,,,
GCK,GCK,Garden City Regional Airport,"""2225 South Air Service Road",,(+1) 620-276-1190
BUQ,BUQ,Joshua Mqabuko Nkomo International Airport,"""Umguza",,(+263) 9 226 423
VIL,VIL,Dakhla Airport,,,
HLA,JNB,Lanseria International Airport,"""Airport Rd",http://www.lanseria.co.za/,(+27) 11 367 0300
CVU,CVU,Corvo Airport,,,
CSG,CSG,Columbus Airport,"""3250 W Britt David Rd",http://www.flycolumbusga.com/,(+1) 706-324-2449
TIA,TIA,Tirana International Airport Nn Tereza,"""Airport Rd Rinas",http://www.tirana-airport.com.al/,(+00355) 4 2381 753
TQR,TQR,San Domino Island Heliport,,,
KEK,EGE,Ekwok Airport,,,
ZRJ,ZRJ,Round Lake Weagamow Lake Airport,,,
YSG,YSG,Lutselke Airport,,,
BMY,BMY,Le Art - Waala Airport,,,
JEG,JEG,Aasiaat Airport,,,
AAQ,AAQ,Anapa Airport,,,
MQX,MQX,Mekele Airport,,,
CMW,CMW,Ignacio Agramonte International Airport,,,
AAR,AAR,Aarhus Airport,"""Ny Lufthavnsvej 24",http://www.aar.dk/,(+45) 87 75 70 00
TIU,TIU,Timaru Airport,,,
CNS,CNS,Cairns Airport,"""Airport Avenue",http://www.cairnsairport.com/default.aspx,(+61) 7 4080 6703
FOD,FOD,Fort Dodge Regional Airport,"""1639 Nelson Ave #2",,(+1) 515-573-3881
CUE,CUE,Mariscal Lamar International Airport,"""Spain and Elia Liut Av ",http://www.aeropuertocuenca.ec/,(+593) 7286-7120 / (+593) 7286-2095
